,Atascadero,Atascadero,Atascadero,Atascadero,Atascadero,Atascadero,Atascadero,Atascadero,Atascadero,Atascadero,Atascadero,Atascadero
,WSV,WDV,AMT,RMT,O3,NO,NO2,NOX,BAM25,BAM10,BAM10STD,SIGT
Date,,,,,,,,,,,,
01-Jan-2017 00:00,0.3,320,2.5,25,5,0,7,8,21,19,18,68.9
01-Jan-2017 01:00,0.1,102,1.7,24.5,2,1,7,9,21,26,25,45.1
01-Jan-2017 02:00,0.2,182,1,24,1,2,7,10,17,21,20,64.9
01-Jan-2017 03:00,1.7,195,0.6,23.4,1,4,7,12,12,16,16,32.5
01-Jan-2017 04:00,1,192,0,22.9,0,5,6,12,13,21,20,41.2
01-Jan-2017 05:00,0.3,143,-0.3,22.4,1,3,5,8,2,15,15,56.2
01-Jan-2017 06:00,1.6,190,0,22.1,0,5,6,12,-5,12,11,49.1
01-Jan-2017 07:00,0.9,188,-0.3,21.7,1,7,5,12,0,11,10,49
01-Jan-2017 08:00,1.3,47,0.4,21.6,3,6,3,9,3,9,8,38.2
01-Jan-2017 09:00,1.5,38,2.2,22,7,3,2,6,9,7,6,33
01-Jan-2017 10:00,0.6,240,5.6,22.9,16,3,3,6,16,10,9,63.2
01-Jan-2017 11:00,1.1,45,8,24.1,21,1,3,4,11,11,11,59.8
01-Jan-2017 12:00,1.5,312,9,24.4,32,0,0,1,7,8,8,49.5
01-Jan-2017 13:00,3.5,246,9.8,24,37,0,0,1,5,17,16,33.7
01-Jan-2017 14:00,3.9,228,9.8,23.8,41,0,0,1,4,20,19,31.7
01-Jan-2017 15:00,3,226,9.5,23.8,40,0,0,1,3,15,14,35.2
01-Jan-2017 16:00,2.3,255,9.1,23.9,39,0,1,1,5,15,15,29.5
01-Jan-2017 17:00,0.8,193,8.7,24,36,0,2,3,3,10,10,49.6
01-Jan-2017 18:00,0.4,158,7.8,24.1,23,0,6,7,3,20,19,64.5
01-Jan-2017 19:00,0.8,38,7.7,24.3,18,0,10,10,22,26,25,45.1
01-Jan-2017 20:00,1.2,20,7.3,24.3,30,0,2,2,7,17,16,61.4
01-Jan-2017 21:00,0.1,183,6.1,24.3,26,0,3,3,4,15,14,59.6
01-Jan-2017 22:00,0.4,176,5.4,24.5,17,0,4,4,4,15,14,52.2
01-Jan-2017 23:00,1.2,179,5.5,24.6,,,,,7,19,19,12.7
02-Jan-2017 00:00,1.4,185,5.8,24.5,14,0,7,8,15,20,20,17.1
02-Jan-2017 01:00,0.5,197,5.6,24.5,12,0,6,7,7,18,18,57.6
02-Jan-2017 02:00,1.1,187,5.4,24.6,14,0,5,6,7,21,20,28.6
02-Jan-2017 03:00,1.7,198,4.9,24.8,12,0,4,4,7,12,11,32.5
02-Jan-2017 04:00,2.2,198,4.9,24.8,16,0,4,4,5,11,11,18.6
02-Jan-2017 05:00,0.1,183,4.7,24.8,13,0,5,5,6,11,11,32.3
02-Jan-2017 06:00,0.9,53,4.2,24.8,8,0,6,7,6,10,9,35.6
02-Jan-2017 07:00,0.3,204,4.2,24.8,8,0,5,6,4,6,6,32
02-Jan-2017 08:00,1.6,196,4.8,24.8,4,9,13,23,2,18,18,24.2
02-Jan-2017 09:00,1.7,183,6.8,24.6,17,4,7,11,4,20,19,39.4
02-Jan-2017 10:00,2.3,165,8.6,24.2,29,0,2,2,5,18,17,29.3
02-Jan-2017 11:00,2.9,194,9.6,24,36,0,2,3,6,16,16,25.7
02-Jan-2017 12:00,3.8,208,9.9,23.9,40,0,1,1,8,18,18,25.1
02-Jan-2017 13:00,3.6,194,10.3,23.8,40,0,1,1,8,15,15,27.4
02-Jan-2017 14:00,4.4,199,10.8,23.7,39,0,1,1,8,14,13,25.6
02-Jan-2017 15:00,2.9,224,10.4,23.7,38,0,1,2,8,19,19,28.2
02-Jan-2017 16:00,2.5,240,9.6,23.8,36,0,3,3,7,19,19,26.4
02-Jan-2017 17:00,2.9,195,9.3,24,30,1,7,9,17,23,23,18.5
02-Jan-2017 18:00,1.8,180,8.7,24,26,0,8,8,11,28,28,23.8
02-Jan-2017 19:00,1.5,174,8.3,24.1,26,0,7,8,11,25,25,23.7
02-Jan-2017 20:00,0.1,219,6.9,24.2,14,0,12,13,18,27,27,64.9
02-Jan-2017 21:00,0.2,350,5.8,24.4,5,1,16,18,24,31,30,60
02-Jan-2017 22:00,0.8,188,5.8,24.4,8,0,12,13,14,29,28,29.9
02-Jan-2017 23:00,0.9,194,6.1,24.5,,,,,21,35,34,43.2
03-Jan-2017 00:00,1.2,189,6.1,24.5,7,0,11,12,14,33,32,26.2
03-Jan-2017 01:00,0.2,136,5.2,24.6,5,1,8,9,15,25,24,58.1
03-Jan-2017 02:00,0.3,6,4.6,24.8,4,0,7,8,8,23,22,42.1
03-Jan-2017 03:00,0,106,4.2,24.8,2,0,7,8,8,25,24,59
03-Jan-2017 04:00,0.3,79,4.4,24.8,2,1,8,9,8,14,14,40.8
03-Jan-2017 05:00,0.9,7,4.3,24.9,2,1,7,9,7,16,16,41.3
03-Jan-2017 06:00,0.7,12,4.5,24.9,2,7,9,16,10,21,20,55.5
03-Jan-2017 07:00,0.6,357,4.7,24.9,2,6,9,16,11,19,19,36.1
03-Jan-2017 08:00,0.2,149,5.5,24.9,2,43,11,55,10,19,19,46.7
03-Jan-2017 09:00,0.3,4,7.4,24.5,6,17,14,32,10,23,22,57.4
03-Jan-2017 10:00,0.8,7,9.8,24.1,15,5,7,13,9,15,15,49.4
03-Jan-2017 11:00,8,186,12.8,23.6,39,0,1,2,6,0,0,19.4
03-Jan-2017 12:00,8.5,187,12.7,23.4,37,0,1,2,1,2,2,19.6
03-Jan-2017 13:00,7.1,186,12.6,23.4,36,0,1,2,1,9,9,19.8
03-Jan-2017 14:00,4.9,173,12.8,23.4,36,0,2,3,4,13,13,21.6
03-Jan-2017 15:00,4.5,169,12.7,23.5,34,0,4,4,4,16,15,23.2
03-Jan-2017 16:00,5,183,12.4,23.5,35,0,3,3,4,13,13,20.6
03-Jan-2017 17:00,4.8,175,12,23.5,34,0,3,3,3,10,10,20.4
03-Jan-2017 18:00,5.3,177,11.7,23.6,34,0,3,3,2,6,6,20.3
03-Jan-2017 19:00,6.3,178,11.9,23.5,36,0,1,1,2,5,5,19.9
03-Jan-2017 20:00,5.4,175,11.3,23.6,34,0,2,2,0,5,5,19.4
03-Jan-2017 21:00,4.4,181,10.7,23.7,33,0,2,3,3,0,0,19.8
03-Jan-2017 22:00,5.5,180,10.4,23.9,34,0,1,1,3,0,0,17.2
03-Jan-2017 23:00,5.8,168,10.6,24,,,,,1,1,1,22.3
04-Jan-2017 00:00,5.3,172,10.7,23.8,36,0,0,0,-1,0,0,22.6
04-Jan-2017 01:00,6.3,181,10.8,23.8,36,0,0,0,-4,2,2,18.8
04-Jan-2017 02:00,4.9,171,10.9,23.7,35,0,0,0,0,1,1,20.4
04-Jan-2017 03:00,5,166,10.9,23.7,35,0,0,0,0,1,1,23.7
04-Jan-2017 04:00,5.6,172,11.5,23.7,36,0,0,0,0,5,5,25.5
04-Jan-2017 05:00,6,172,11.6,23.7,36,0,0,0,-1,5,5,22.5
04-Jan-2017 06:00,5.1,172,11.7,23.7,34,0,2,2,-2,1,1,22.4
04-Jan-2017 07:00,3.5,159,11.9,23.7,32,0,2,2,0,-2,-2,28.3
04-Jan-2017 08:00,7.2,174,12,23.7,32,0,3,4,-1,0,0,16.1
04-Jan-2017 09:00,6.4,174,12.4,23.6,33,0,2,2,-1,2,2,21.5
04-Jan-2017 10:00,3.9,152,12.4,23.6,31,0,2,3,0,-1,-1,24.5
04-Jan-2017 11:00,4.3,153,12.7,23.6,32,0,2,3,1,-3,-2,24.3
04-Jan-2017 12:00,4.3,168,13.3,23.5,32,0,2,2,0,-1,-1,25.8
04-Jan-2017 13:00,3.1,163,13.5,23.5,31,0,2,3,-1,0,0,27.2
04-Jan-2017 14:00,3.2,171,13.7,23.5,31,0,3,3,-1,0,0,27.8
04-Jan-2017 15:00,4.1,198,13.5,23.5,31,0,3,3,-2,0,0,30.8
04-Jan-2017 16:00,1.6,164,13.3,23.5,30,0,3,3,-2,1,1,50.2
04-Jan-2017 17:00,2.7,227,13,23.5,28,0,2,3,-3,-1,-1,41.1
04-Jan-2017 18:00,2.3,200,12.9,23.5,28,0,2,3,-1,-1,-1,45.4
04-Jan-2017 19:00,1,146,12.9,23.6,27,0,2,2,-1,-1,-1,42.5
04-Jan-2017 20:00,3.6,345,12.9,23.6,23,0,3,4,-1,-1,-1,45.5
04-Jan-2017 21:00,1.9,199,13.1,23.6,26,0,2,3,0,1,1,36.5
04-Jan-2017 22:00,4.1,251,13.3,23.8,30,0,0,0,-1,-1,-1,25.4
04-Jan-2017 23:00,1,186,13.1,24,,,,,-2,-2,-2,41.3
05-Jan-2017 00:00,1.6,341,12.9,23.8,24,0,1,1,-1,-1,-1,67.8
05-Jan-2017 01:00,1,24,13,23.7,23,0,0,0,-4,2,2,65.7
05-Jan-2017 02:00,2.6,0,13.2,23.6,22,0,0,0,-3,1,1,47.4
05-Jan-2017 03:00,2.7,3,12.9,23.7,25,0,0,0,-3,0,0,46.6
05-Jan-2017 04:00,0.9,4,12.7,23.7,23,0,1,1,0,-1,-1,91.3
05-Jan-2017 05:00,0.2,153,12.6,23.7,23,0,1,1,0,-1,-1,87.7
05-Jan-2017 06:00,1.3,351,12.6,23.7,27,0,1,2,-3,2,2,61.1
05-Jan-2017 07:00,0.4,53,12.2,23.7,24,0,4,4,-1,3,3,48.2
05-Jan-2017 08:00,1,210,12.1,23.7,20,2,9,12,2,4,4,48.7
05-Jan-2017 09:00,2.6,204,12.1,23.7,31,2,3,5,2,0,0,21.9
05-Jan-2017 10:00,3.7,213,12.5,23.6,35,0,1,2,-1,-2,-2,29
05-Jan-2017 11:00,4.9,213,12.8,23.4,37,0,0,1,-4,2,2,29.3
05-Jan-2017 12:00,4.4,205,12.1,23.4,36,0,0,1,-3,7,7,33.9
05-Jan-2017 13:00,5.3,218,12.7,23.4,37,0,0,1,1,7,7,33.5
05-Jan-2017 14:00,4.8,222,12.6,23.4,36,0,0,1,4,4,4,29.4
05-Jan-2017 15:00,4.7,206,11.9,23.5,36,0,0,1,4,4,4,29.6
05-Jan-2017 16:00,3.9,237,10.4,23.7,35,0,1,1,0,8,8,28.8
05-Jan-2017 17:00,1.8,223,9.1,24,32,0,2,2,1,12,12,41.6
05-Jan-2017 18:00,1.6,157,8,24.1,21,0,4,4,4,19,19,17
05-Jan-2017 19:00,0.5,173,6.3,24.3,12,0,7,7,7,20,19,63.5
05-Jan-2017 20:00,0.3,174,5.4,24.6,8,0,7,8,9,21,20,51.7
05-Jan-2017 21:00,1.1,33,6,24.5,21,0,4,4,7,12,12,37
05-Jan-2017 22:00,2.4,359,6.4,24.6,27,0,2,2,5,10,10,22
05-Jan-2017 23:00,1.4,5,5.9,24.6,,,,,4,8,8,32.8
06-Jan-2017 00:00,1.5,354,4.7,24.7,22,0,2,2,3,9,8,52.6
06-Jan-2017 01:00,0.4,317,2.8,24.7,12,0,4,4,3,9,9,51.2
06-Jan-2017 02:00,0.1,59,2.1,24.3,7,0,4,5,3,11,10,58.1
06-Jan-2017 03:00,0.3,51,1.7,23.8,6,0,4,5,1,9,9,59.5
06-Jan-2017 04:00,0.7,53,1.2,23.3,6,0,4,5,-3,7,7,49.9
06-Jan-2017 05:00,0.9,34,1.1,22.8,10,0,4,4,,9,8,62.5
06-Jan-2017 06:00,0.3,71,0.9,22.3,10,0,6,7,-5,8,7,53.9
06-Jan-2017 07:00,0.4,70,0.2,21.8,4,3,10,14,1,10,10,60.8
06-Jan-2017 08:00,0.7,55,1.7,21.8,9,6,8,15,5,11,11,51.2
06-Jan-2017 09:00,0.7,20,3.9,22.5,21,2,3,5,7,9,9,62.2
06-Jan-2017 10:00,0.9,83,5.8,23.7,23,1,2,3,,8,8,71.3
06-Jan-2017 11:00,0.6,10,7.5,24.5,24,1,1,3,-1,8,8,70.7
06-Jan-2017 12:00,1.3,345,9.6,24.3,25,1,1,2,-1,6,6,65.6
06-Jan-2017 13:00,2.2,333,11.5,23.9,28,0,1,1,-3,5,5,47.8
06-Jan-2017 14:00,4.2,324,12.7,23.7,30,0,0,1,0,4,4,25.2
06-Jan-2017 15:00,2.7,312,13,23.5,31,0,1,1,1,4,4,26.9
06-Jan-2017 16:00,1.4,308,12.1,23.6,24,0,6,7,0,7,7,35
06-Jan-2017 17:00,0.3,5,10.5,23.8,8,1,16,17,1,20,20,52.1
06-Jan-2017 18:00,0.5,350,8.4,24,1,6,19,25,15,24,23,58.3
06-Jan-2017 19:00,0.1,272,8.1,24.1,1,9,18,27,16,30,29,52.7
06-Jan-2017 20:00,0.7,21,8,24.1,3,5,14,20,35,37,36,40.5
06-Jan-2017 21:00,0.4,240,8,24.1,5,1,10,11,11,16,16,57
06-Jan-2017 22:00,0.4,169,8,24.2,2,2,14,16,19,26,25,51.1
06-Jan-2017 23:00,0.5,22,7.7,24.3,,,,,16,27,27,60.5
07-Jan-2017 00:00,2.8,179,8.6,24.3,25,0,4,4,7,20,19,25.7
07-Jan-2017 01:00,1.5,173,9.1,24,32,0,2,2,4,11,10,53.9
07-Jan-2017 02:00,0.5,276,9.2,24.1,28,0,2,2,0,11,11,52.8
07-Jan-2017 03:00,1,355,8.4,24.1,19,0,3,3,2,8,8,45.7
07-Jan-2017 04:00,1.2,20,8.1,24.3,20,0,1,1,5,7,7,41.6
07-Jan-2017 05:00,1.5,3,7.9,24.3,21,0,2,3,4,5,5,43
07-Jan-2017 06:00,0.6,66,8.5,24.3,23,0,1,1,2,1,1,70.7
07-Jan-2017 07:00,3.4,145,11,24.1,32,0,0,0,3,4,4,29.7
07-Jan-2017 08:00,3,150,12.1,24,31,0,1,1,2,2,2,38.7
07-Jan-2017 09:00,4.3,166,13.5,23.8,30,0,1,1,1,0,0,29.8
07-Jan-2017 10:00,6.4,182,13.9,23.6,32,0,1,1,-1,-1,-1,21.4
07-Jan-2017 11:00,6.6,180,14,23.4,32,0,1,1,-2,0,0,26.5
07-Jan-2017 12:00,7.7,182,13.9,23.4,33,0,1,2,3,1,1,22
07-Jan-2017 13:00,6.1,176,13.1,23.5,34,0,1,2,0,1,1,21.2
07-Jan-2017 14:00,6.1,159,12.3,23.6,,,,,,,,22
07-Jan-2017 15:00,6.4,166,12.1,23.7,,,,,-5,11,11,22.6
07-Jan-2017 16:00,5.3,150,11.7,23.6,34,0,1,1,-1,8,7,22.9
07-Jan-2017 17:00,4.2,150,12.1,23.7,31,0,1,1,1,3,3,27.1
07-Jan-2017 18:00,5.1,185,12.6,23.8,26,0,3,3,0,6,6,14.6
07-Jan-2017 19:00,3.4,173,13,23.7,22,0,3,3,0,10,9,22
07-Jan-2017 20:00,3.7,197,13.1,23.7,24,0,1,2,2,5,5,22.6
07-Jan-2017 21:00,4,178,13.4,23.7,25,0,1,1,1,0,0,51.1
07-Jan-2017 22:00,0.8,169,12.9,23.9,16,0,2,2,0,1,1,59.9
07-Jan-2017 23:00,1.3,175,13.7,24,,,,,0,0,0,36.8
08-Jan-2017 00:00,0.3,211,13.1,23.8,9,0,3,3,0,0,0,61.7
08-Jan-2017 01:00,1,167,13.6,23.6,14,0,2,2,1,1,1,70.2
08-Jan-2017 02:00,3.4,126,14.4,23.5,27,0,0,0,2,3,3,29
08-Jan-2017 03:00,4.2,122,14.6,23.5,31,0,0,0,1,5,5,25.4
08-Jan-2017 04:00,5,129,15.3,23.5,32,0,0,0,0,3,3,23.4
08-Jan-2017 05:00,5.5,150,16.3,23.4,32,0,0,0,-1,3,3,27.2
08-Jan-2017 06:00,6.7,172,17.4,23.3,30,0,0,0,0,3,3,28.3
08-Jan-2017 07:00,8.5,183,17.9,23.3,31,0,0,0,1,5,5,21.1
08-Jan-2017 08:00,10.9,188,17.8,23.4,32,0,0,0,3,7,7,18.8
08-Jan-2017 09:00,14,190,18.3,23.3,36,0,0,1,1,10,11,19.4
08-Jan-2017 10:00,15.1,195,18.6,23,35,0,0,1,1,11,11,19.8
08-Jan-2017 11:00,16.4,191,19,23,35,0,0,0,1,11,11,16.9
08-Jan-2017 12:00,14.7,193,19.1,22.9,35,0,0,0,0,12,12,18.1
08-Jan-2017 13:00,14.7,191,18.8,22.9,34,0,0,0,0,10,10,16.7
08-Jan-2017 14:00,14,193,18.6,22.9,33,0,0,0,-2,6,6,17.3
08-Jan-2017 15:00,13.4,194,17.4,23,33,0,0,0,2,7,7,17.9
08-Jan-2017 16:00,14.5,191,16.2,23,33,0,0,0,3,7,7,16.8
08-Jan-2017 17:00,12.7,190,14.4,23.1,34,0,0,0,1,6,6,16.6
08-Jan-2017 18:00,8.7,181,12.4,23.4,33,0,0,0,2,6,6,15.8
08-Jan-2017 19:00,6.5,180,12.3,23.5,33,0,0,1,1,3,3,30.2
08-Jan-2017 20:00,3.5,149,12.7,23.5,29,0,0,0,-2,0,0,38.9
08-Jan-2017 21:00,4.1,173,12.4,23.6,29,0,0,0,-4,-1,-1,25.6
08-Jan-2017 22:00,9.8,186,13.4,23.6,29,0,0,0,-2,2,2,14.3
08-Jan-2017 23:00,8.6,185,13.2,23.8,,,,,-5,-1,-1,14.4
09-Jan-2017 00:00,5.9,189,13.1,23.6,28,0,0,0,,,,18
09-Jan-2017 01:00,5,199,13.7,23.6,30,0,0,0,,-4,-4,23.5
09-Jan-2017 02:00,5.8,212,14,23.4,32,0,0,0,-1,0,0,26.1
09-Jan-2017 03:00,4.7,214,13.9,23.5,34,0,0,0,0,2,2,25.1
09-Jan-2017 04:00,5.6,223,13.5,23.5,36,0,0,0,-2,6,6,28.8
09-Jan-2017 05:00,4.5,239,12.8,23.5,38,0,0,0,-1,9,9,32.4
09-Jan-2017 06:00,4.1,251,12.4,23.6,39,0,0,0,0,7,7,32.3
09-Jan-2017 07:00,1.3,235,11.7,23.7,33,0,3,3,2,6,6,50.4
09-Jan-2017 08:00,1.1,170,11.5,23.8,22,1,8,10,2,7,7,36.1
09-Jan-2017 09:00,2.3,199,12.2,23.8,31,0,4,5,0,9,9,29.4
09-Jan-2017 10:00,3.6,213,12.7,23.7,38,0,0,1,0,9,9,26.4
09-Jan-2017 11:00,2.9,266,13,23.6,39,0,0,0,2,11,11,39.5
09-Jan-2017 12:00,3.3,226,13.4,23.5,40,0,0,0,1,9,9,32.5
09-Jan-2017 13:00,3.8,237,13.7,23.5,40,0,0,1,0,6,6,29.8
09-Jan-2017 14:00,3.7,236,13.6,23.4,39,0,1,1,0,9,9,30.5
09-Jan-2017 15:00,3.8,205,13.3,23.4,38,0,1,2,3,10,9,25.1
09-Jan-2017 16:00,5,190,13,23.6,38,0,1,2,3,5,5,15
09-Jan-2017 17:00,4.4,189,12.7,23.6,35,0,3,3,0,7,7,14.2
09-Jan-2017 18:00,4,181,11.8,23.8,34,0,3,3,2,9,9,16.4
09-Jan-2017 19:00,1.4,183,11,23.8,28,0,4,4,2,6,6,47.4
09-Jan-2017 20:00,0.5,166,10.6,23.9,15,0,5,6,1,4,4,45.5
09-Jan-2017 21:00,1.7,192,10.9,23.9,19,0,7,8,2,8,8,21.7
09-Jan-2017 22:00,1.3,184,10.7,24,10,0,8,8,0,11,11,25.6
09-Jan-2017 23:00,1.8,189,11,24.1,,,,,1,8,8,26.1
10-Jan-2017 00:00,2.7,179,10.8,23.9,29,0,1,2,2,7,7,16
10-Jan-2017 01:00,2.6,178,10.6,23.9,31,0,1,0,-1,6,6,22.7
10-Jan-2017 02:00,1.5,198,10.7,23.9,28,0,0,0,-2,3,3,38.3
10-Jan-2017 03:00,1.6,181,10.6,23.9,26,0,1,1,-3,0,0,25.7
10-Jan-2017 04:00,2.1,197,10.5,23.9,26,0,1,1,-4,-2,-1,24.5
10-Jan-2017 05:00,1.5,204,10.4,24,24,0,2,3,0,0,0,39.4
10-Jan-2017 06:00,1.4,199,10.3,24,18,0,6,7,1,3,3,37.7
10-Jan-2017 07:00,2,183,10.7,24.1,15,1,15,16,0,3,3,18.7
10-Jan-2017 08:00,2.4,175,11.2,23.9,26,1,6,8,0,5,5,23.4
10-Jan-2017 09:00,2.7,176,12,23.8,28,1,5,6,1,5,5,17.6
10-Jan-2017 10:00,4.5,183,12.6,23.6,34,0,2,3,-1,0,0,18.8
10-Jan-2017 11:00,5.1,189,12.8,23.5,35,0,2,2,,1,1,31.7
10-Jan-2017 12:00,6.1,190,12.9,23.4,38,0,1,1,-5,4,4,18.5
10-Jan-2017 13:00,,,13.1,23.4,37,0,1,1,0,8,7,
10-Jan-2017 14:00,,,13.5,23.4,38,0,1,1,1,5,5,
10-Jan-2017 15:00,4.3,186,12.8,23.5,36,0,2,3,-1,4,4,24.8
10-Jan-2017 16:00,2.9,192,12.5,23.6,34,0,3,3,-3,4,4,42.7
10-Jan-2017 17:00,5.9,211,13.2,23.5,39,0,1,1,-1,2,2,31.7
10-Jan-2017 18:00,7.2,199,13.2,23.5,40,0,0,0,2,3,3,25.6
10-Jan-2017 19:00,8.2,216,13.1,23.5,40,0,0,0,1,3,3,27.2
10-Jan-2017 20:00,9.5,206,13.1,23.5,41,0,0,0,0,1,1,23.6
10-Jan-2017 21:00,10.1,197,13.2,23.6,39,0,0,0,-1,3,3,17.7
10-Jan-2017 22:00,9.4,197,13.4,23.7,39,0,0,0,0,4,4,21.8
10-Jan-2017 23:00,10.5,205,14,23.7,,,,,-1,0,0,24.8
11-Jan-2017 00:00,10.3,226,13.5,23.5,42,0,0,0,-1,0,0,26.9
11-Jan-2017 01:00,5.2,231,13.1,23.5,42,0,0,0,0,8,7,36.3
11-Jan-2017 02:00,2.1,253,12.7,23.7,42,0,0,0,2,11,11,59.1
11-Jan-2017 03:00,1.5,207,12.5,23.7,40,0,0,0,4,22,21,66.9
11-Jan-2017 04:00,3.7,238,12.6,23.7,43,0,0,0,6,20,20,37.2
11-Jan-2017 05:00,3.5,224,11.9,23.7,42,0,0,0,5,15,15,36.9
11-Jan-2017 06:00,0.8,212,11.1,23.9,37,0,2,2,6,20,19,56.1
11-Jan-2017 07:00,2.4,235,11.2,23.9,38,0,3,3,6,28,28,39.4
11-Jan-2017 08:00,1.6,177,11.3,23.9,34,0,4,4,6,28,28,48
11-Jan-2017 09:00,2,220,12.3,23.8,41,0,1,1,5,28,28,50.1
11-Jan-2017 10:00,4.2,223,12.8,23.5,41,0,0,1,5,30,30,30.8
11-Jan-2017 11:00,4.7,218,13.3,23.4,41,0,1,1,3,30,30,31.7
11-Jan-2017 12:00,4.5,220,13.7,23.3,41,0,0,1,4,24,24,34.8
11-Jan-2017 13:00,4.8,221,13.2,23.4,41,0,0,0,9,15,15,27.7
11-Jan-2017 14:00,5.2,236,13.3,23.4,40,0,1,1,9,23,23,25.9
11-Jan-2017 15:00,4.2,204,11.9,23.5,38,0,2,2,5,16,16,22.6
11-Jan-2017 16:00,3,209,11.6,23.6,37,0,2,2,3,6,6,25.9
11-Jan-2017 17:00,1,256,11.2,23.7,34,0,2,2,6,9,9,41.2
11-Jan-2017 18:00,0.8,169,10.8,23.9,26,0,5,5,6,15,15,47.7
11-Jan-2017 19:00,0.1,213,10.5,24,15,0,9,9,7,19,19,61.5
11-Jan-2017 20:00,0.7,136,10.5,23.8,13,0,8,9,9,18,18,54.2
11-Jan-2017 21:00,1.3,183,10.3,23.9,11,0,10,11,18,18,18,17.5
11-Jan-2017 22:00,1.1,173,10.2,24,12,0,8,8,9,14,14,26.1
11-Jan-2017 23:00,1.7,172,10.3,24.1,,,,,10,11,11,18.9
12-Jan-2017 00:00,2.4,172,10.7,23.9,32,0,1,1,6,5,5,26.5
12-Jan-2017 01:00,3.7,164,10.8,23.7,37,0,0,0,3,4,4,23.8
12-Jan-2017 02:00,4.4,188,10.7,23.9,38,0,0,0,3,6,6,21.9
12-Jan-2017 03:00,6.2,198,10.8,23.9,40,0,0,0,4,6,6,24.8
12-Jan-2017 04:00,4.4,226,10.1,23.9,42,0,0,0,8,5,5,34.8
12-Jan-2017 05:00,2.8,230,9.2,24.1,41,0,0,0,5,2,2,45
12-Jan-2017 06:00,2.7,190,8.6,24.2,39,0,0,0,0,0,0,44.5
12-Jan-2017 07:00,2,193,8.1,24.4,29,0,10,10,2,1,1,25
12-Jan-2017 08:00,1.9,166,8.6,24.3,26,2,10,12,4,1,1,26.5
12-Jan-2017 09:00,2.7,202,8.9,24.1,34,3,5,9,5,3,3,27.5
12-Jan-2017 10:00,3.2,199,9,24.1,39,0,1,2,4,2,2,26.2
12-Jan-2017 11:00,2.9,240,9.8,24,39,0,0,1,0,1,1,33.2
12-Jan-2017 12:00,4.4,221,10.6,24,40,0,0,1,,,,32.7
12-Jan-2017 13:00,5.6,217,11,23.7,39,0,0,0,-1,3,3,29.6
12-Jan-2017 14:00,5.1,250,10.6,23.7,40,0,0,0,3,6,6,29.8
12-Jan-2017 15:00,4.6,248,10.3,23.6,40,0,0,1,3,9,8,31.1
12-Jan-2017 16:00,2.9,261,9.6,23.7,39,0,1,1,0,16,16,36.7
12-Jan-2017 17:00,1.4,212,8.5,24,33,0,3,4,2,11,10,51.2
12-Jan-2017 18:00,0.3,162,6.9,24.3,16,2,11,14,3,11,11,60.2
12-Jan-2017 19:00,0.9,192,5.9,24.6,7,4,14,18,9,20,19,43.8
12-Jan-2017 20:00,0.3,170,4.8,24.8,1,5,15,20,18,23,23,74.5
12-Jan-2017 21:00,0.9,173,4.1,24.9,1,5,11,16,16,21,20,49.8
12-Jan-2017 22:00,0.7,157,3.2,25,1,5,8,14,18,11,10,50.3
12-Jan-2017 23:00,2.3,197,2.8,25,,,,,14,12,12,19.3
13-Jan-2017 00:00,2.9,200,2.3,24.9,2,2,5,8,9,13,13,13.2
13-Jan-2017 01:00,1.9,201,1.8,24.3,2,2,5,8,4,11,10,22.6
13-Jan-2017 02:00,2.1,190,1.2,23.7,1,4,4,8,0,10,10,23
13-Jan-2017 03:00,0.9,176,0.7,23.2,0,6,3,9,-1,11,10,45.5
13-Jan-2017 04:00,0.9,182,0.6,22.8,0,7,3,11,3,9,9,27.8
13-Jan-2017 05:00,0.6,4,1.1,22.6,0,8,4,12,0,6,6,38.4
13-Jan-2017 06:00,0.7,335,1.7,22.6,0,5,5,10,0,5,5,53
13-Jan-2017 07:00,2.5,344,2.3,22.6,11,2,4,6,3,7,7,25.7
13-Jan-2017 08:00,1.7,356,2.4,22.6,18,0,2,2,7,8,7,31.2
13-Jan-2017 09:00,3.3,337,3.2,23,21,0,0,1,7,5,4,22.1
13-Jan-2017 10:00,3,350,4.3,23.5,22,0,0,1,8,2,2,32.4
13-Jan-2017 11:00,4,342,5.2,24.1,23,1,0,1,,2,2,30.5
13-Jan-2017 12:00,4,355,7.1,24.7,25,1,1,2,10,8,8,30.7
13-Jan-2017 13:00,3.9,3,9.4,24.6,30,0,1,1,7,8,8,33.5
13-Jan-2017 14:00,3.6,5,10.1,24.2,30,0,1,1,2,4,4,34.2
13-Jan-2017 15:00,3.3,13,10.6,24.1,31,0,0,0,3,5,5,36.1
13-Jan-2017 16:00,2.4,59,10.1,24,31,0,1,1,4,4,4,29.6
13-Jan-2017 17:00,1.8,81,9,24,28,0,3,3,1,3,3,33.5
13-Jan-2017 18:00,0.2,18,8.1,24.2,29,0,1,1,1,7,6,74.8
13-Jan-2017 19:00,2.3,155,7.7,24.2,27,0,2,2,4,9,8,33.6
13-Jan-2017 20:00,2.4,96,7.6,24.3,29,0,0,0,6,8,7,49.2
13-Jan-2017 21:00,0.9,337,6.4,24.6,22,0,4,4,8,8,8,50.1
13-Jan-2017 22:00,0.3,135,4.6,24.7,12,0,6,6,9,15,14,54.2
13-Jan-2017 23:00,0,165,3.5,24.9,,,,,11,20,19,75.2
